Year,yield(t/ha),State,County
2010,4.05216,NEBRASKA,MERRICK
2009,4.0656,NEBRASKA,MERRICK
2008,3.3936,NEBRASKA,MERRICK
2007,3.58176,NEBRASKA,MERRICK
2006,3.85728,NEBRASKA,MERRICK
2005,3.696,NEBRASKA,MERRICK
2004,3.43392,NEBRASKA,MERRICK
2003,3.23904,NEBRASKA,MERRICK
2002,3.07104,NEBRASKA,MERRICK
2001,3.33984,NEBRASKA,MERRICK
2000,3.024,NEBRASKA,MERRICK
1999,3.2592,NEBRASKA,MERRICK
1998,3.16512,NEBRASKA,MERRICK
1997,3.04416,NEBRASKA,MERRICK
1996,3.1248,NEBRASKA,MERRICK
1995,2.21088,NEBRASKA,MERRICK
1994,3.17184,NEBRASKA,MERRICK
1993,2.27136,NEBRASKA,MERRICK
1992,2.4864,NEBRASKA,MERRICK
1991,2.6544,NEBRASKA,MERRICK
1990,2.68128,NEBRASKA,MERRICK
1989,2.68128,NEBRASKA,MERRICK
1988,2.5536,NEBRASKA,MERRICK
1987,2.47296,NEBRASKA,MERRICK
1986,2.54016,NEBRASKA,MERRICK
1985,2.33856,NEBRASKA,MERRICK
1984,1.73376,NEBRASKA,MERRICK
1983,2.56704,NEBRASKA,MERRICK
1982,2.47296,NEBRASKA,MERRICK
1981,2.80896,NEBRASKA,MERRICK
1980,2.1504,NEBRASKA,MERRICK
2021,4.536,NEBRASKA,NANCE
2020,3.95136,NEBRASKA,NANCE
2019,4.1664,NEBRASKA,NANCE
2017,3.95136,NEBRASKA,NANCE
2016,4.19328,NEBRASKA,NANCE
2015,4.0992,NEBRASKA,NANCE
2014,3.76992,NEBRASKA,NANCE
2013,3.60192,NEBRASKA,NANCE
2012,2.44608,NEBRASKA,NANCE
2011,3.61536,NEBRASKA,NANCE
2010,3.57504,NEBRASKA,NANCE
2009,3.6288,NEBRASKA,NANCE
2008,3.2928,NEBRASKA,NANCE
2007,3.48096,NEBRASKA,NANCE
2006,3.44736,NEBRASKA,NANCE
2005,3.33312,NEBRASKA,NANCE
2004,2.63424,NEBRASKA,NANCE
2003,2.1504,NEBRASKA,NANCE
2002,2.33856,NEBRASKA,NANCE
2001,2.60064,NEBRASKA,NANCE
2000,2.184,NEBRASKA,NANCE
1999,3.024,NEBRASKA,NANCE
1998,3.09792,NEBRASKA,NANCE
1997,2.79552,NEBRASKA,NANCE
1996,3.23232,NEBRASKA,NANCE
1995,2.11008,NEBRASKA,NANCE
1994,3.43392,NEBRASKA,NANCE
1993,2.40576,NEBRASKA,NANCE
1992,2.68128,NEBRASKA,NANCE
1991,2.00256,NEBRASKA,NANCE
1990,2.2848,NEBRASKA,NANCE
1989,2.19072,NEBRASKA,NANCE
1988,2.11008,NEBRASKA,NANCE
1987,2.22432,NEBRASKA,NANCE
1986,2.4528,NEBRASKA,NANCE
1985,2.44608,NEBRASKA,NANCE
1984,1.80096,NEBRASKA,NANCE
1983,1.98912,NEBRASKA,NANCE
1982,2.23776,NEBRASKA,NANCE
1981,2.4192,NEBRASKA,NANCE
1980,1.9152,NEBRASKA,NANCE
2021,4.36128,NEBRASKA,PLATTE
2020,4.2672,NEBRASKA,PLATTE
2019,4.32096,NEBRASKA,PLATTE
2018,3.67584,NEBRASKA,PLATTE
2017,4.07904,NEBRASKA,PLATTE
2016,4.37472,NEBRASKA,PLATTE
2015,4.2336,NEBRASKA,PLATTE
2014,3.864,NEBRASKA,PLATTE
2013,4.05888,NEBRASKA,PLATTE
2012,2.9232,NEBRASKA,PLATTE
2011,3.81024,NEBRASKA,PLATTE
2010,3.5616,NEBRASKA,PLATTE
2009,3.7296,NEBRASKA,PLATTE
2008,3.36,NEBRASKA,PLATTE
2007,3.44064,NEBRASKA,PLATTE
2006,3.54144,NEBRASKA,PLATTE
2005,3.23232,NEBRASKA,PLATTE
2004,3.27936,NEBRASKA,PLATTE
2003,2.97024,NEBRASKA,PLATTE
2002,2.54016,NEBRASKA,PLATTE
2001,2.98368,NEBRASKA,PLATTE
2000,2.37216,NEBRASKA,PLATTE
1999,2.8896,NEBRASKA,PLATTE
1998,3.23904,NEBRASKA,PLATTE
1997,2.73504,NEBRASKA,PLATTE
1996,2.88288,NEBRASKA,PLATTE
1995,2.56032,NEBRASKA,PLATTE
1994,3.23232,NEBRASKA,PLATTE
1993,2.27808,NEBRASKA,PLATTE
1992,2.94336,NEBRASKA,PLATTE
1991,2.19072,NEBRASKA,PLATTE
1990,2.17056,NEBRASKA,PLATTE
1989,2.13696,NEBRASKA,PLATTE
1988,2.27808,NEBRASKA,PLATTE
1987,2.19744,NEBRASKA,PLATTE
1986,2.45952,NEBRASKA,PLATTE
1985,2.29824,NEBRASKA,PLATTE
1984,1.84128,NEBRASKA,PLATTE
1983,2.07648,NEBRASKA,PLATTE
1982,2.4528,NEBRASKA,PLATTE
1981,2.7552,NEBRASKA,PLATTE
1980,1.93536,NEBRASKA,PLATTE
2020,4.49568,NEBRASKA,POLK
2018,4.32096,NEBRASKA,POLK
2017,4.41504,NEBRASKA,POLK
2016,4.52928,NEBRASKA,POLK
2015,4.28736,NEBRASKA,POLK
2014,4.15296,NEBRASKA,POLK
2013,4.08576,NEBRASKA,POLK
2012,3.3936,NEBRASKA,POLK
2011,3.85728,NEBRASKA,POLK
2010,3.9984,NEBRASKA,POLK
2009,4.0656,NEBRASKA,POLK
2008,3.5952,NEBRASKA,POLK
2007,3.72288,NEBRASKA,POLK
2006,3.62208,NEBRASKA,POLK
2005,3.70272,NEBRASKA,POLK
2004,3.34656,NEBRASKA,POLK
2003,2.90304,NEBRASKA,POLK
2002,2.7216,NEBRASKA,POLK
2001,3.14496,NEBRASKA,POLK
2000,2.69472,NEBRASKA,POLK
1999,3.29952,NEBRASKA,POLK
1998,3.27936,NEBRASKA,POLK
1997,3.27264,NEBRASKA,POLK
1996,3.61536,NEBRASKA,POLK
1995,2.88288,NEBRASKA,POLK
1994,3.34656,NEBRASKA,POLK
1993,2.82912,NEBRASKA,POLK
1992,3.03072,NEBRASKA,POLK
1991,2.56032,NEBRASKA,POLK
1990,2.81568,NEBRASKA,POLK
1989,2.59392,NEBRASKA,POLK
1988,2.46624,NEBRASKA,POLK
1987,2.72832,NEBRASKA,POLK
1986,2.58048,NEBRASKA,POLK
1985,2.53344,NEBRASKA,POLK
1984,2.15712,NEBRASKA,POLK
1983,2.22432,NEBRASKA,POLK
1982,2.688,NEBRASKA,POLK
1981,2.86272,NEBRASKA,POLK
1980,2.31168,NEBRASKA,POLK
2021,4.12608,NEBRASKA,SARPY
2020,3.528,NEBRASKA,SARPY
2017,3.73632,NEBRASKA,SARPY
2016,4.09248,NEBRASKA,SARPY
2014,3.87744,NEBRASKA,SARPY
2013,3.21888,NEBRASKA,SARPY
2012,2.32512,NEBRASKA,SARPY
2011,3.46752,NEBRASKA,SARPY
2010,3.62208,NEBRASKA,SARPY
2009,3.7968,NEBRASKA,SARPY
2008,2.9904,NEBRASKA,SARPY
2007,3.43392,NEBRASKA,SARPY
2006,3.07104,NEBRASKA,SARPY
2005,3.4608,NEBRASKA,SARPY
2004,3.192,NEBRASKA,SARPY
2003,2.1504,NEBRASKA,SARPY
2002,2.35872,NEBRASKA,SARPY
2001,2.61408,NEBRASKA,SARPY
2000,2.4528,NEBRASKA,SARPY
1999,2.82912,NEBRASKA,SARPY
1998,2.97696,NEBRASKA,SARPY
1997,2.90976,NEBRASKA,SARPY
1996,2.90976,NEBRASKA,SARPY
1995,1.65312,NEBRASKA,SARPY
1994,3.30624,NEBRASKA,SARPY
1993,2.5536,NEBRASKA,SARPY
1992,2.8224,NEBRASKA,SARPY
1991,2.58048,NEBRASKA,SARPY
1990,2.37216,NEBRASKA,SARPY
1989,1.65312,NEBRASKA,SARPY
1988,1.9152,NEBRASKA,SARPY
1987,2.56704,NEBRASKA,SARPY
1986,2.69472,NEBRASKA,SARPY
1985,2.49312,NEBRASKA,SARPY
1984,1.49856,NEBRASKA,SARPY
1983,2.0832,NEBRASKA,SARPY
1982,2.35872,NEBRASKA,SARPY
1981,2.35872,NEBRASKA,SARPY
1980,2.08992,NEBRASKA,SARPY
2021,4.19328,NEBRASKA,SAUNDERS
2020,3.62208,NEBRASKA,SAUNDERS
2019,3.70272,NEBRASKA,SAUNDERS
2018,3.65568,NEBRASKA,SAUNDERS
2017,3.80352,NEBRASKA,SAUNDERS
2016,3.98496,NEBRASKA,SAUNDERS
2015,3.88416,NEBRASKA,SAUNDERS
2014,3.73632,NEBRASKA,SAUNDERS
2013,3.51456,NEBRASKA,SAUNDERS
2012,2.44608,NEBRASKA,SAUNDERS
2011,3.46752,NEBRASKA,SAUNDERS
2010,3.38688,NEBRASKA,SAUNDERS
2009,3.7632,NEBRASKA,SAUNDERS
2008,2.9568,NEBRASKA,SAUNDERS
2007,3.52128,NEBRASKA,SAUNDERS
2006,3.23232,NEBRASKA,SAUNDERS
2005,3.30624,NEBRASKA,SAUNDERS
2004,3.14496,NEBRASKA,SAUNDERS
2003,2.51328,NEBRASKA,SAUNDERS
2002,2.62752,NEBRASKA,SAUNDERS
2001,2.96352,NEBRASKA,SAUNDERS
2000,2.6208,NEBRASKA,SAUNDERS
1999,2.9232,NEBRASKA,SAUNDERS
1998,2.97696,NEBRASKA,SAUNDERS
1997,2.58048,NEBRASKA,SAUNDERS
1996,2.86272,NEBRASKA,SAUNDERS
1995,1.8144,NEBRASKA,SAUNDERS
1994,3.21888,NEBRASKA,SAUNDERS
1993,2.352,NEBRASKA,SAUNDERS
1992,2.84928,NEBRASKA,SAUNDERS
1991,2.27808,NEBRASKA,SAUNDERS
1990,2.06304,NEBRASKA,SAUNDERS
1989,2.33856,NEBRASKA,SAUNDERS
1988,1.92192,NEBRASKA,SAUNDERS
1987,2.07648,NEBRASKA,SAUNDERS
1986,2.60064,NEBRASKA,SAUNDERS
1985,2.352,NEBRASKA,SAUNDERS
1984,1.57248,NEBRASKA,SAUNDERS
1983,1.84128,NEBRASKA,SAUNDERS
1982,2.26464,NEBRASKA,SAUNDERS
1981,2.67456,NEBRASKA,SAUNDERS
1980,2.15712,NEBRASKA,SAUNDERS
2021,4.5024,NEBRASKA,SEWARD
2020,4.05888,NEBRASKA,SEWARD
2019,4.2,NEBRASKA,SEWARD
2018,3.95136,NEBRASKA,SEWARD
2017,4.13952,NEBRASKA,SEWARD
2016,4.12608,NEBRASKA,SEWARD
2015,4.07232,NEBRASKA,SEWARD
2014,3.8976,NEBRASKA,SEWARD
2013,3.70272,NEBRASKA,SEWARD
2012,2.82912,NEBRASKA,SEWARD
2011,3.76992,NEBRASKA,SEWARD
2010,3.5616,NEBRASKA,SEWARD
2009,3.7968,NEBRASKA,SEWARD
2008,3.4944,NEBRASKA,SEWARD
2007,3.70944,NEBRASKA,SEWARD
2006,3.45408,NEBRASKA,SEWARD
2005,3.33312,NEBRASKA,SEWARD
2004,3.45408,NEBRASKA,SEWARD
2003,2.86944,NEBRASKA,SEWARD
2002,2.60064,NEBRASKA,SEWARD
2001,2.97696,NEBRASKA,SEWARD
2000,2.56704,NEBRASKA,SEWARD
1999,3.11136,NEBRASKA,SEWARD
1998,3.33312,NEBRASKA,SEWARD
1997,3.17856,NEBRASKA,SEWARD
1996,3.40032,NEBRASKA,SEWARD
1995,2.22432,NEBRASKA,SEWARD
1994,3.50784,NEBRASKA,SEWARD
1993,2.52,NEBRASKA,SEWARD
1992,3.1584,NEBRASKA,SEWARD
1991,2.42592,NEBRASKA,SEWARD
1990,2.54688,NEBRASKA,SEWARD
1989,2.52,NEBRASKA,SEWARD
1988,2.016,NEBRASKA,SEWARD
1987,2.69472,NEBRASKA,SEWARD
1986,2.99712,NEBRASKA,SEWARD
1985,2.52,NEBRASKA,SEWARD
1984,1.97568,NEBRASKA,SEWARD
1983,2.03616,NEBRASKA,SEWARD
1982,2.69472,NEBRASKA,SEWARD
1981,2.87616,NEBRASKA,SEWARD
1980,2.4192,NEBRASKA,SEWARD
2021,4.27392,NEBRASKA,WASHINGTON
2020,3.30624,NEBRASKA,WASHINGTON
2019,3.65568,NEBRASKA,WASHINGTON
2018,3.6624,NEBRASKA,WASHINGTON
2017,3.7296,NEBRASKA,WASHINGTON
2016,3.91776,NEBRASKA,WASHINGTON
2014,3.1584,NEBRASKA,WASHINGTON
2013,3.36672,NEBRASKA,WASHINGTON
2012,1.96896,NEBRASKA,WASHINGTON
2011,3.28608,NEBRASKA,WASHINGTON
2010,3.4944,NEBRASKA,WASHINGTON
2009,3.6288,NEBRASKA,WASHINGTON
2008,2.3856,NEBRASKA,WASHINGTON
2007,3.37344,NEBRASKA,WASHINGTON
2006,3.3264,NEBRASKA,WASHINGTON
2005,2.90976,NEBRASKA,WASHINGTON
2004,2.9232,NEBRASKA,WASHINGTON
2003,2.26464,NEBRASKA,WASHINGTON
2002,2.45952,NEBRASKA,WASHINGTON
2001,2.9232,NEBRASKA,WASHINGTON
2000,2.688,NEBRASKA,WASHINGTON
1999,2.62752,NEBRASKA,WASHINGTON
1998,3.03072,NEBRASKA,WASHINGTON
1997,2.77536,NEBRASKA,WASHINGTON
1996,2.856,NEBRASKA,WASHINGTON
1995,2.00928,NEBRASKA,WASHINGTON
1994,3.19872,NEBRASKA,WASHINGTON
1993,2.352,NEBRASKA,WASHINGTON
1992,3.03744,NEBRASKA,WASHINGTON
1991,2.5536,NEBRASKA,WASHINGTON
1990,2.19072,NEBRASKA,WASHINGTON
1989,2.06976,NEBRASKA,WASHINGTON
1988,1.74048,NEBRASKA,WASHINGTON
1987,2.56704,NEBRASKA,WASHINGTON
1986,2.7216,NEBRASKA,WASHINGTON
1985,2.56704,NEBRASKA,WASHINGTON
1984,1.37088,NEBRASKA,WASHINGTON
1983,1.90848,NEBRASKA,WASHINGTON
1982,2.24448,NEBRASKA,WASHINGTON
1981,2.64096,NEBRASKA,WASHINGTON
1980,2.09664,NEBRASKA,WASHINGTON
2021,4.65696,NEBRASKA,YORK
2020,4.85856,NEBRASKA,YORK
2019,4.34112,NEBRASKA,YORK
2018,4.09248,NEBRASKA,YORK
2017,4.6368,NEBRASKA,YORK
2016,4.52256,NEBRASKA,YORK
2015,4.42176,NEBRASKA,YORK
2014,4.1328,NEBRASKA,YORK
2013,3.89088,NEBRASKA,YORK
2012,3.75648,NEBRASKA,YORK
2011,4.20672,NEBRASKA,YORK
2010,4.02528,NEBRASKA,YORK
2009,4.0992,NEBRASKA,YORK
2008,3.9312,NEBRASKA,YORK
2007,3.87072,NEBRASKA,YORK
2006,3.74304,NEBRASKA,YORK
2005,4.032,NEBRASKA,YORK
2004,3.6288,NEBRASKA,YORK
2003,3.23232,NEBRASKA,YORK
2002,3.23904,NEBRASKA,YORK
2001,3.36672,NEBRASKA,YORK
2000,3.17856,NEBRASKA,YORK
1999,3.41376,NEBRASKA,YORK
1998,3.36,NEBRASKA,YORK
1997,3.48768,NEBRASKA,YORK
1996,3.5616,NEBRASKA,YORK
1995,2.86272,NEBRASKA,YORK
1994,3.68256,NEBRASKA,YORK
1993,2.92992,NEBRASKA,YORK
1992,3.11808,NEBRASKA,YORK
1991,2.79552,NEBRASKA,YORK
1990,2.95008,NEBRASKA,YORK
1989,2.87616,NEBRASKA,YORK
1988,2.43264,NEBRASKA,YORK
1987,2.84256,NEBRASKA,YORK
1986,2.80896,NEBRASKA,YORK
1985,2.70144,NEBRASKA,YORK
1984,2.37216,NEBRASKA,YORK
1983,2.34528,NEBRASKA,YORK
1982,2.87616,NEBRASKA,YORK
1981,2.8896,NEBRASKA,YORK
1980,2.43264,NEBRASKA,YORK
2019,4.19328,NEBRASKA,OTHER (COMBINED) COUNTIES
2018,3.87744,NEBRASKA,OTHER (COMBINED) COUNTIES
2015,3.74304,NEBRASKA,OTHER (COMBINED) COUNTIES
2021,4.48224,NEBRASKA,CHASE
2020,4.63008,NEBRASKA,CHASE
2016,4.28064,NEBRASKA,CHASE
2014,4.32768,NEBRASKA,CHASE
2012,4.15968,NEBRASKA,CHASE
2011,3.07776,NEBRASKA,CHASE
2010,4.1328,NEBRASKA,CHASE
2009,3.2928,NEBRASKA,CHASE
2008,3.9312,NEBRASKA,CHASE
2007,3.696,NEBRASKA,CHASE
2006,3.94464,NEBRASKA,CHASE
2005,3.864,NEBRASKA,CHASE
2004,3.58176,NEBRASKA,CHASE
2003,3.8304,NEBRASKA,CHASE
2002,3.8304,NEBRASKA,CHASE
2001,3.84384,NEBRASKA,CHASE
2000,3.46752,NEBRASKA,CHASE
1999,3.42048,NEBRASKA,CHASE
1998,3.4272,NEBRASKA,CHASE
1993,2.5536,NEBRASKA,CHASE
1992,2.688,NEBRASKA,CHASE
1991,2.39232,NEBRASKA,CHASE
1990,2.8896,NEBRASKA,CHASE
1989,2.21088,NEBRASKA,CHASE
1988,2.0496,NEBRASKA,CHASE
1987,2.14368,NEBRASKA,CHASE
1986,2.352,NEBRASKA,CHASE
1985,2.49984,NEBRASKA,CHASE
1984,2.23104,NEBRASKA,CHASE
1983,2.4192,NEBRASKA,CHASE
1982,2.43264,NEBRASKA,CHASE
1981,2.5536,NEBRASKA,CHASE
1980,2.016,NEBRASKA,CHASE
2020,3.54816,NEBRASKA,DUNDY
2016,4.15968,NEBRASKA,DUNDY
2014,4.62336,NEBRASKA,DUNDY
2012,4.22016,NEBRASKA,DUNDY
2010,4.44192,NEBRASKA,DUNDY
2009,3.9648,NEBRASKA,DUNDY
2007,4.032,NEBRASKA,DUNDY
2006,4.30752,NEBRASKA,DUNDY
2005,3.696,NEBRASKA,DUNDY
2004,3.4944,NEBRASKA,DUNDY
2003,3.4944,NEBRASKA,DUNDY
2002,3.8304,NEBRASKA,DUNDY
2001,3.6288,NEBRASKA,DUNDY
2000,2.016,NEBRASKA,DUNDY
1999,2.9568,NEBRASKA,DUNDY
1998,3.31968,NEBRASKA,DUNDY
1996,2.688,NEBRASKA,DUNDY
1995,2.352,NEBRASKA,DUNDY
1994,3.0912,NEBRASKA,DUNDY
1993,2.5536,NEBRASKA,DUNDY
1992,2.39232,NEBRASKA,DUNDY
1991,2.99712,NEBRASKA,DUNDY
1990,2.76192,NEBRASKA,DUNDY
1989,2.4864,NEBRASKA,DUNDY
1988,2.3856,NEBRASKA,DUNDY
1987,2.74848,NEBRASKA,DUNDY
1986,2.0832,NEBRASKA,DUNDY
1985,2.32512,NEBRASKA,DUNDY
1984,1.9824,NEBRASKA,DUNDY
1983,2.36544,NEBRASKA,DUNDY
1982,2.33184,NEBRASKA,DUNDY
1981,2.5536,NEBRASKA,DUNDY
1980,2.016,NEBRASKA,DUNDY
2020,3.76992,NEBRASKA,FRONTIER
2016,3.97152,NEBRASKA,FRONTIER
2015,3.85056,NEBRASKA,FRONTIER
2013,3.03072,NEBRASKA,FRONTIER
2012,2.70816,NEBRASKA,FRONTIER
2011,3.45408,NEBRASKA,FRONTIER
2010,3.5616,NEBRASKA,FRONTIER
2009,3.8976,NEBRASKA,FRONTIER
2008,3.0912,NEBRASKA,FRONTIER
2007,3.8976,NEBRASKA,FRONTIER
2006,3.45408,NEBRASKA,FRONTIER
2005,3.54816,NEBRASKA,FRONTIER
2004,2.84256,NEBRASKA,FRONTIER
2003,3.33312,NEBRASKA,FRONTIER
2002,2.90304,NEBRASKA,FRONTIER
2001,3.62208,NEBRASKA,FRONTIER
2000,2.56704,NEBRASKA,FRONTIER
1999,3.52128,NEBRASKA,FRONTIER
1998,2.99712,NEBRASKA,FRONTIER
1997,2.66784,NEBRASKA,FRONTIER
1996,2.94336,NEBRASKA,FRONTIER
1995,2.43936,NEBRASKA,FRONTIER
1994,3.13152,NEBRASKA,FRONTIER
1993,2.5536,NEBRASKA,FRONTIER
1992,2.45952,NEBRASKA,FRONTIER
1991,2.86272,NEBRASKA,FRONTIER
1990,2.81568,NEBRASKA,FRONTIER
1989,2.2176,NEBRASKA,FRONTIER
1988,2.21088,NEBRASKA,FRONTIER
1987,2.47296,NEBRASKA,FRONTIER
1986,2.16384,NEBRASKA,FRONTIER
1985,2.42592,NEBRASKA,FRONTIER
1984,2.49984,NEBRASKA,FRONTIER
1983,2.0496,NEBRASKA,FRONTIER
1982,2.0832,NEBRASKA,FRONTIER
1981,2.3856,NEBRASKA,FRONTIER
1980,1.848,NEBRASKA,FRONTIER
2014,4.40832,NEBRASKA,HAYES
2012,3.68928,NEBRASKA,HAYES
2011,3.37344,NEBRASKA,HAYES
2010,3.4608,NEBRASKA,HAYES
2009,4.032,NEBRASKA,HAYES
2008,3.7968,NEBRASKA,HAYES
2007,3.8976,NEBRASKA,HAYES
2006,4.02528,NEBRASKA,HAYES
2005,3.696,NEBRASKA,HAYES
2004,3.024,NEBRASKA,HAYES
2003,3.43392,NEBRASKA,HAYES
2002,3.3264,NEBRASKA,HAYES
2001,3.67584,NEBRASKA,HAYES
2000,2.352,NEBRASKA,HAYES
1999,3.0912,NEBRASKA,HAYES
1998,3.1584,NEBRASKA,HAYES
1997,2.6208,NEBRASKA,HAYES
1995,2.31168,NEBRASKA,HAYES
1994,3.2256,NEBRASKA,HAYES
1993,2.5536,NEBRASKA,HAYES
1992,3.03072,NEBRASKA,HAYES
1991,2.60736,NEBRASKA,HAYES
1990,2.8896,NEBRASKA,HAYES
1989,2.15712,NEBRASKA,HAYES
1988,2.10336,NEBRASKA,HAYES
1987,2.14368,NEBRASKA,HAYES
1986,2.34528,NEBRASKA,HAYES
1985,2.23104,NEBRASKA,HAYES
1984,1.9152,NEBRASKA,HAYES
1983,2.04288,NEBRASKA,HAYES
1982,2.13024,NEBRASKA,HAYES
1981,2.5536,NEBRASKA,HAYES
1980,1.848,NEBRASKA,HAYES
2013,2.3856,NEBRASKA,HITCHCOCK
2012,2.90976,NEBRASKA,HITCHCOCK
2010,3.8304,NEBRASKA,HITCHCOCK
2009,4.1664,NEBRASKA,HITCHCOCK
2007,3.35328,NEBRASKA,HITCHCOCK
2006,3.85728,NEBRASKA,HITCHCOCK
2005,3.78336,NEBRASKA,HITCHCOCK
2004,3.36,NEBRASKA,HITCHCOCK
2003,3.01056,NEBRASKA,HITCHCOCK
2002,2.9568,NEBRASKA,HITCHCOCK
2001,3.2256,NEBRASKA,HITCHCOCK
2000,1.88832,NEBRASKA,HITCHCOCK
1999,2.96352,NEBRASKA,HITCHCOCK
1998,2.7888,NEBRASKA,HITCHCOCK
1997,2.50656,NEBRASKA,HITCHCOCK
1996,3.1584,NEBRASKA,HITCHCOCK
1995,2.0832,NEBRASKA,HITCHCOCK
1994,2.84928,NEBRASKA,HITCHCOCK
1993,2.5536,NEBRASKA,HITCHCOCK
1992,2.4864,NEBRASKA,HITCHCOCK
1991,3.2256,NEBRASKA,HITCHCOCK
1990,2.8896,NEBRASKA,HITCHCOCK
1989,2.93664,NEBRASKA,HITCHCOCK
1988,2.3184,NEBRASKA,HITCHCOCK
1987,2.24448,NEBRASKA,HITCHCOCK
1986,2.17056,NEBRASKA,HITCHCOCK
1985,2.4528,NEBRASKA,HITCHCOCK
1984,2.688,NEBRASKA,HITCHCOCK
1983,2.4192,NEBRASKA,HITCHCOCK
1982,2.06976,NEBRASKA,HITCHCOCK
1981,2.5536,NEBRASKA,HITCHCOCK
2021,4.1328,NEBRASKA,KEITH
2020,3.99168,NEBRASKA,KEITH
2016,4.22688,NEBRASKA,KEITH
2015,4.0992,NEBRASKA,KEITH
2014,4.4016,NEBRASKA,KEITH
2013,3.84384,NEBRASKA,KEITH
2012,3.91776,NEBRASKA,KEITH
2011,3.35328,NEBRASKA,KEITH
2010,3.93792,NEBRASKA,KEITH
2009,4.0656,NEBRASKA,KEITH
2008,3.8976,NEBRASKA,KEITH
2007,4.1664,NEBRASKA,KEITH
2006,4.1664,NEBRASKA,KEITH
2005,3.87072,NEBRASKA,KEITH
2004,3.15168,NEBRASKA,KEITH
2003,3.36,NEBRASKA,KEITH
2002,3.74304,NEBRASKA,KEITH
2001,2.76192,NEBRASKA,KEITH
2000,2.86944,NEBRASKA,KEITH
1999,2.99712,NEBRASKA,KEITH
1998,2.34528,NEBRASKA,KEITH
1997,2.5872,NEBRASKA,KEITH
1994,2.8896,NEBRASKA,KEITH
1993,2.5536,NEBRASKA,KEITH
1992,2.21088,NEBRASKA,KEITH
1991,2.016,NEBRASKA,KEITH
1990,2.8896,NEBRASKA,KEITH
1989,2.20416,NEBRASKA,KEITH
1988,2.15712,NEBRASKA,KEITH
1987,1.70016,NEBRASKA,KEITH
1986,2.0832,NEBRASKA,KEITH
1985,2.43264,NEBRASKA,KEITH
1984,2.41248,NEBRASKA,KEITH
1983,2.4192,NEBRASKA,KEITH
1982,2.352,NEBRASKA,KEITH
1981,2.5536,NEBRASKA,KEITH
1980,2.016,NEBRASKA,KEITH
2021,4.48224,NEBRASKA,LINCOLN
2020,3.9648,NEBRASKA,LINCOLN
2016,4.00512,NEBRASKA,LINCOLN
2015,4.11936,NEBRASKA,LINCOLN
2014,3.85728,NEBRASKA,LINCOLN
2013,3.91776,NEBRASKA,LINCOLN
2012,4.05888,NEBRASKA,LINCOLN
2011,3.50784,NEBRASKA,LINCOLN
2010,3.65568,NEBRASKA,LINCOLN
2009,3.5952,NEBRASKA,LINCOLN
2008,3.3936,NEBRASKA,LINCOLN
2007,3.1584,NEBRASKA,LINCOLN
2006,3.63552,NEBRASKA,LINCOLN
2005,3.76992,NEBRASKA,LINCOLN
2004,3.4272,NEBRASKA,LINCOLN
2003,3.42048,NEBRASKA,LINCOLN
2002,3.55488,NEBRASKA,LINCOLN
2001,3.18528,NEBRASKA,LINCOLN
2000,2.90976,NEBRASKA,LINCOLN
1999,3.0576,NEBRASKA,LINCOLN
1998,2.9232,NEBRASKA,LINCOLN
1997,2.98368,NEBRASKA,LINCOLN
1996,3.14496,NEBRASKA,LINCOLN
1995,3.06432,NEBRASKA,LINCOLN
1994,3.00384,NEBRASKA,LINCOLN
1993,2.5536,NEBRASKA,LINCOLN
1992,2.90976,NEBRASKA,LINCOLN
1991,2.72832,NEBRASKA,LINCOLN
1990,2.84256,NEBRASKA,LINCOLN
1989,2.34528,NEBRASKA,LINCOLN
1988,2.78208,NEBRASKA,LINCOLN
1987,2.73504,NEBRASKA,LINCOLN
1986,2.41248,NEBRASKA,LINCOLN
1985,2.23776,NEBRASKA,LINCOLN
1984,2.07648,NEBRASKA,LINCOLN
1983,2.37888,NEBRASKA,LINCOLN
1982,2.61408,NEBRASKA,LINCOLN
1981,2.5536,NEBRASKA,LINCOLN
1980,2.016,NEBRASKA,LINCOLN
2021,3.77664,NEBRASKA,PERKINS
2020,4.34784,NEBRASKA,PERKINS
2015,4.15968,NEBRASKA,PERKINS
2014,4.34784,NEBRASKA,PERKINS
2013,4.32096,NEBRASKA,PERKINS
2012,3.79008,NEBRASKA,PERKINS
2011,3.43392,NEBRASKA,PERKINS
2010,3.62208,NEBRASKA,PERKINS
2009,3.5952,NEBRASKA,PERKINS
2008,3.6288,NEBRASKA,PERKINS
2007,3.43392,NEBRASKA,PERKINS
2006,4.09248,NEBRASKA,PERKINS
2005,3.60192,NEBRASKA,PERKINS
2004,3.13824,NEBRASKA,PERKINS
2003,3.3936,NEBRASKA,PERKINS
2002,2.9232,NEBRASKA,PERKINS
2001,2.62752,NEBRASKA,PERKINS
2000,2.52672,NEBRASKA,PERKINS
1999,2.89632,NEBRASKA,PERKINS
1998,3.36,NEBRASKA,PERKINS
1997,2.39232,NEBRASKA,PERKINS
1996,2.5872,NEBRASKA,PERKINS
1995,1.97568,NEBRASKA,PERKINS
1993,2.5536,NEBRASKA,PERKINS
1992,3.04416,NEBRASKA,PERKINS
1991,2.33184,NEBRASKA,PERKINS
1990,2.8896,NEBRASKA,PERKINS
1989,2.14368,NEBRASKA,PERKINS
1988,2.20416,NEBRASKA,PERKINS
1987,2.40576,NEBRASKA,PERKINS
